Name,Description,Website,Business Unit,Focus Area,Draft Opportunity Space,Original Taxonomy,Business Model Option,Friction Point,Business Models,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Inc. Compass,Hero,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result,Source
Smart Drivinc,Provider of app-based driving and crash prevention solutions. It disables cell phones while driving. Its application is available on Android and IOS platforms.,https://www.smartdrivinc.com/,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Diversified,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2015,,United States of America,North America,Yes,Seed,"$40,000",,Emerging,,FALSE,FALSE,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,TRACXN
Smart Invoice,"Smart Invoice provides invoice management solution to companies. Features customized quotes and invoices, detects and notifies the duplicate line items, inventory management, multi-language support, multi-currency support, dashboard overview of invoices, and payment module. The price of the solution depends upon the number of features provided.",http://invoicegenerator.in,2. CC&C,2.1. Customer-first Credit,,Accounts Receivables Collections,,,Finance & Accounting Tech > Accounting Solutions > Quote to Cash > Account Receivables > Collections,,2015,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smart Monkey App,App-based lending platform for POS financing,http://smartmonkeyapp.com,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Marketplace,,2020,,China,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Smart Oracle,"Smart Oracles provides blockchain-based solutions for the insurance industry. Aims to automate the process of insurance policy distribution and claims management, using the smart contract technology.",http://smartoracle.com,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Claims Processing,,,Insurance IT > Insurance Policy Solutions > Claims Processing > Suite > Diversified,,2014,,Singapore,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smart Policy,"Smart Policy Insurance Platform provides software solutions for insurance companies, brokers, and agents. It features solutions for sales, risk management, quoting & settlement, claim processing, payment, credit limit management, etc. Also offers agency management platform for insurance brokers.",http://smartpolicy.co.tz,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Diversified,,2014,,Tanzania,Africa,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smart QR,,https://smartqr.com.np,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,,,Nepal,Asia,No,Unfunded,,,Not Complete,,FALSE,FALSE,,0.3,,0,0,0.7,,0,0,Not Complete,TRACXN
Smart Score Lending,Online lending marketplace for micro loans,http://smartscorelending.com,2. CC&C,2.2. Digital Loan Servicing,,Internet First Microfinancing,,,Alternative Lending > Online Lenders > Consumer Loans > Micro Loans > Marketplace > P2P,,2019,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
Smart Shaped,"Smart Shaped provides a low-code platform for the development of applications. It also offers cloud services for software management. The features of the product include project management, roadmap, modules for the creation and management of customized blockchain networks, plugins, etc.",https://www.smartshaped.com/,1. Payments,1.4. Embedded Payments,1.4. No-code & Low-code solutions,,,,"Application Development Tools > Code Development > Low Code Development Platforms,
 PaaS > Platform & Dev Tools > Integrated",,2015,,Italy,Europe,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
Smart X Assistant,,https://smartxassistant.com,2. CC&C,2.2. Empowering CSR Teams,2.2. Automating Credit Review & Issuance,Loan Document Processing Software,,,Banking Tech > Loan Life Cycle Management > Document Processing > Diversified,,2022,,Ireland,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,0.2,0.3,,0,0,0.7,,0,0.06,Nascent,TRACXN
SmartBill,"Open banking API solutions for banks & financial institutions. It enables to access the banking & financial data of customers via open banking regulations. Its product includes Profile 360 for understanding consumer needs, Affordability Checker for evaluating creditworthiness, Identity Now for verifying & preventing fraud, Consent Comes First for consent management, and more.",https://smartbilldata.com,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,Banking Tech > Open Banking > Banking APIs,,2016,2,United Kingdom,Europe,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,1,0,0.7,0.7,,0,0.79,Mature,TRACXN
SmartCar,"SmartCar provides telematics-based P2P vehicle protection programs. Lets individuals join as an associate and form an insurance group to share the cost of possible claims. Offers insurance benefits such as theft coverage, third-party indemnification, collision coverage, and 24-hour assistance services. By driving safer, the group members can save money on claims and can get discounts on the products of Kanui, Sony, Americanas, Netshoes, and others.",https://smartcar.org.br,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > P2P,
Internet First Insurance Platforms > P2P Insurance > Distribution > P&C > Auto",,2014,,Brazil,South America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SmartCarCoverage,SmartCarCoverage is an online car insurance comparison platform. Users need to specify their personal & vehicle information to live database connected to insurance companies then they can select their preferrable policies.,https://smartcarcoverage.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Distribution Platform,
Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Auto",,2018,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
SmartCoin,"Online marketplace for microloans. It offers microloans to users with customized terms, amounts, and repayment options. Users must add the required details along with the documents and apply for the loan. Once approved, the funds are transferred to the registered bank account. It offers loans based on credit assessments. The application is available for Android devices.",https://smartcoin.co.in,2. CC&C,2.2. Digital Loan Servicing,,Internet First Microfinancing,,,Alternative Lending > Online Lenders > Consumer Loans > Micro Loans > Marketplace,,2016,14,India,Asia,Yes,Series B,"$16,394,540",,Emerging,,TRUE,FALSE,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging,TRACXN
SmartDrive,"SmartDrive provides an app-based platform for usage-based auto insurance. It offers coverage for the auto crash, short-circuiting theft, auto servicing, and more. It also features driving scores. It is available on Android and iOS platforms.",https://www.smartdrive.fi/,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Auto E-Commerce & Content > Insurance > Internet First Insurer > Usage Based,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2018,,Finland,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
SmartDrive,"SmartDrive provides an app-based platform for usage-based auto insurance. It offers coverage for the auto crash, short-circuiting theft, auto servicing, and more. It also features driving scores. It is available on Android and iOS platforms.",https://www.smartdrive.fi/,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Auto E-Commerce & Content > Insurance > Internet First Insurer > Usage Based,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2018,,Finland,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Smartdriver Insurance,,https://smartdriverclubinsurance.co.uk,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Insurance Policy Solutions > Investigation Solutions > Property & Casualty > Auto",,2015,,United Kingdom,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smartdriver Insurance,,https://smartdriverclubinsurance.co.uk,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Investigation Solutions,,,"Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Insurance Policy Solutions > Investigation Solutions > Property & Casualty > Auto",,2015,,United Kingdom,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smarter Insurance Rates,,https://smarterinsurancerates.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Auto,,2021,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.2,0.3,,0,0,0.7,,0,0.06,Nascent,TRACXN
Smartica,"Smartica is a direct online lender for quick short term loans. The individual first needs to become a member, and make an investment in social fund..The member is then eligible to avail online loans. New members can avail loans up to 1000 Lei, post which the maximum amount increases with every loan cycle to reach to a maximum of 10000 Lei. Smartica is a non-profit making NBFC and gives its members the benefits of social assistance fund for expenses like marriage, child birth etc.",https://smartica.ro,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Direct Lender,,2014,,Romania,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smartisi,"Smartisi CRM for chartered accountants. The product e.Compta allows chartered accountants to manage customers and employees. Employee management, request management, contact management, billing & logbook management, e-signature, document sharing, mailing, and form generation are the key features. Monetizes through subscription-based pricing plans.",https://smartisi.com,4. Cross-BU,4.1. Customer Intelligence,4.1. Leverage Customer Data for Cross-selling,CRM Solution for Banks,,,"Sales Force Automation > CRM > Enterprise Suite > BFSI,
Banking Tech > CRM",,2015,,France,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SmartLend,"SmartLend is a P2P platform for investing in venture companies, small and medium enterprises, and large companies in Japan and abroad. The platform offers returns between 5% to 12%. Loan terms usually range from 1 month to 12 months. Minimum investment amount on the platform is 30000 yen. The platform is launched in association with Maneo, a major P2P lender in Japan.",https://smartlend.jp,2. CC&C,2.3. Embedded Lending,2.3. Working Capital Loans,Working Capital Loans,,,Alternative Lending > Online Lenders > Business Loans > Working Capital Loans > Marketplace,,2015,,Japan,Asia,Yes,Series A,,,Emerging,,TRUE,FALSE,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,TRACXN
Smartlink,"Payment processing and escrow services for cryptocurrencies. It allows users to buy, sell, swap tokens, goods and services. It offers enforceable escrow smart contracts to safeguard funds until conditions are met and all parties satisfied. It enables businesses and freelancers to create complex payment flows with a wide array of digital currencies and multiple stakeholders.",https://www.smartlink.so/,1. Payments,1.2. Easing of Remittances,"1.2. Blockchain for Faster, More Secure Payments",,,,Cryptocurrencies > Financial Services > Payments > Business Payments > Escrow,,2020,,Estonia,Europe,Yes,Seed,"$500,000",,Nascent,,TRUE,FALSE,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,TRACXN
SmartLoan,"SmartLoan provides an online lending platform for microloans. It provides loans up to NGN 10,000. The loan term is of 30 days.",https://smartloan.com.ng,2. CC&C,2.2. Digital Loan Servicing,,Internet First Microfinancing,,,Alternative Lending > Online Lenders > Consumer Loans > Micro Loans > Marketplace,,2017,,Nigeria,Africa,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Smartmoov,"App-based car driving behavior analytics monitoring solution for individuals. The app collects & analyzes connected vehicle data and offers insights on eco-driving & prospective fuel savings, safety, accidents zone alerts, driver behavior for usage-based insurance, and more.",http://smartmoov.solutions,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,France,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Smartmoov,"App-based car driving behavior analytics monitoring solution for individuals. The app collects & analyzes connected vehicle data and offers insights on eco-driving & prospective fuel savings, safety, accidents zone alerts, driver behavior for usage-based insurance, and more.",http://smartmoov.solutions,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,France,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SmartOps,SmartOps provides an AI-based automation suite. The platform extracts mathematical/structural patterns to identify correlations from observed events and other data streams. These patterns are used to understand fault paths & preempt critical failures.,http://smartops.ai,4. Cross-BU,4.1. Customer Intelligence,,Business Intelligence,,,Banking Tech > Business Intelligence,,2017,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Smartpush,"SmartPush provides open banking API solutions to banks and financial institutions. It transforms banking data to ultra-data. Its features include data collection, data transformation, data profiling, and more. It enables customers to monitor banking data. It offers real-time tracking of customer engagement.",http://smartpush.fr,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,Banking Tech > Open Banking > Banking APIs,,2018,,France,Europe,Yes,Seed,"$1,628,600",,Nascent,,FALSE,FALSE,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,TRACXN
Smartpush,,https://www.smartpush.io,4. Cross-BU,4.1. Customer Intelligence,4.1. Leverage Customer Data for Cross-selling,CRM Solution for Banks,,,"Sales Force Automation > CRM > Enterprise Suite > BFSI,
Banking Tech > CRM",,2016,,France,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SmartTeller,"Digital banking platform for cooperatives and micro-finance institutions. It offers multiple features including data management, automated notifications for transactions, account management, reporting, branch management, transaction management, and more. It also enables goal-based savings, budgeting tools, insurances, and more for individuals. The application is available on the Android platform.",https://smartteller.net,4. Cross-BU,4.2. Unifying the Customer Front,,Banking Channel Solutions,,,Banking Tech > Banking Channels > Omnichannel,,2017,,Nigeria,Africa,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.7,0.7,,0,0.7,Emerging,TRACXN
Smartweh,"Online auto insurance platform for individuals. It offers quotes for car, motorcycle, e-hailing, and hire & drive. It also offers services for towing and claims support. It features an online road tax renewal platform. Its insurance partners include Zurich, Allianz, Liberty Insurance, and more.",http://smartweh.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Distribution Platform,
Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Auto",,2020,,Malaysia,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
SMECashLoans,"SME CashLoans is an online P2B lending platform for SMEs to avail unsecured business loans. Borrowers need to apply by filling their requirement and uploading the relevant documents. After the verification, the lenders can give the loans to the borrower and earn monthly returns.",http://smecashloans.in,2. CC&C,2.3. Embedded Lending,2.3. Working Capital Loans,Working Capital Loans,,,Alternative Lending > Online Lenders > Business Loans > Working Capital Loans > Marketplace,,2016,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SMEO,Online invoice factoring platform for entrepreneurs & freelancers,https://smeo.pl/,,,,(5) Easing cash flow financing for businesses,,,,,2017,,United States of America,North America,Yes,Series A,"$4,844,120",,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,OLD PROJECT – IKEA
Sms Finance,Online platform for microloans,https://smsfinance-lichnyj-kabinet.ru,2. CC&C,2.2. Digital Loan Servicing,,Internet First Microfinancing,,,Alternative Lending > Online Lenders > Consumer Loans > Micro Loans > Direct Lender,,2020,,Russia,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,TRACXN
SMS2FINANCE,,http://sms2finance.com,,,,Bank Account Monitoring Individuals,,,Banking Tech > Bank Account Monitoring > For Individuals > Fradulent Transactions,,2017,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Smtp.com.ph,,http://ww1.smtp.com.ph,1. Payments,1.2. Easing Remittances & Cross-border Payments,1.2. Low-Cost Remittances Services,,,,,,,,Philippines,Asia,No,Acquired,,,Not Complete,,FALSE,FALSE,,0.3,,0,1,0.7,,0,0.7,Not Complete,TRACXN
SNAP IT GO,,https://snapitgo.com,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,2016,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Snap Scan,"SnapScan is a product of FireID Payments, part of the FireID group.Snap Scan provides a mobile wallet that allows customers to link their cards or load money in their mobile app and pay at the merchants site by scanning QR code.",https://www.snapscan.co.za,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,2013,,South Africa,Africa,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
SnapCar,"Provider of usage-based insurance platform. It offers a usage-based insurance platform that lets insurance carriers offer their customers insurance based on the pay how you drive model. The app, also lets users know what are their good or bad behaviors and how to improve. Additionally, it provides an estimated discount that users get at the end of the month.",http://snapcar.com.ar,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance > Internet First Insurers,
Auto E-Commerce & Content > Insurance > Internet First Insurer > Usage Based,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2015,,Argentina,South America,Yes,Seed,,,Emerging,,FALSE,FALSE,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,TRACXN
SnapCar,"Provider of usage-based insurance platform. It offers a usage-based insurance platform that lets insurance carriers offer their customers insurance based on the pay how you drive model. The app, also lets users know what are their good or bad behaviors and how to improve. Additionally, it provides an estimated discount that users get at the end of the month.",http://snapcar.com.ar,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance > Internet First Insurers,
Auto E-Commerce & Content > Insurance > Internet First Insurer > Usage Based,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2015,,Argentina,South America,Yes,Seed,,,Emerging,,FALSE,FALSE,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,TRACXN
Snapmint,"Online marketplace for point of sale financing. It enables users to purchase products and pay in periodic installments using debit cards. It provides mobiles, electronics, appliances, and multiple products. Consumers can use the checkout solution to buy the product and pay later in customized EMIs.",https://snapmint.com,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,"Horizontal E-Commerce > Marketplace > Purchase Financing,
Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Marketplace",,2015,118,India,Asia,Yes,Series B,"$42,283,154",,Emerging,,TRUE,FALSE,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging,TRACXN
SnapNPay,,https://www.snapnpay.my/,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,,,Malaysia,Asia,No,Unfunded,,,Not Complete,,FALSE,FALSE,,0.3,,0,0,0.7,,0,0,Not Complete,TRACXN
Snapp Finance,Online platform for point of sale financing,https://www.snappfinance.com/,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Direct Lender,,2018,,United Kingdom,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Snappy Payday Loans,"Snappy Payday Loans is a platform for payday loans offering loans through its network of direct payday lenders. The interest rates and fees vary by the lender and the state. The platform also offers services for installment loans and lines of credit. The application process is online, and funds are received on next business day.",https://www.snappypaydayloans.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2014,,United States of America,North America,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Snippet,,https://snippetfinance.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,"Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Through Employer > Salary Linked Loans > Direct Lender,
Consumer and SME Loans > Consumer Loans > Payday Loans > Internet-First",,2017,,Japan,Asia,Yes,Seed,"$120,000",,Nascent,,FALSE,FALSE,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,TRACXN
Snoop,"Snoop provides an app-based platform for expense management of individuals. It enables users to link bank accounts and credit cards for tracking expenses. It uses open banking technology for banking, budgeting, and personal financial management. It also offers a chatbot for money management & queries. App is available on iOS & Android devices.",https://snoop.app,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,"Customer Service Software > Industry Specifc > Financial Services > Banking > Chatbots,
 Chatbots > Personal Assistants > Finance Assistants > Personal Finance,
 Investment Tech > Wealth Management Platforms > Expense Management > Expenses Aggregation > Account Linked > Chatbots,
 Banking Tech > Open Banking",,2018,27,United Kingdom,Europe,Yes,Series A,"$42,316,200",,Emerging,,TRUE,FALSE,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging,TRACXN
SnowSoS,,https://snowsos.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance > Internet First Insurers,
Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2018,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
SnowSoS,Online insurance platform for commercial plow insurance,https://snowsos.com,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance > Internet First Insurers,
Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2018,,United States of America,North America,No,Unfunded,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
sntrAA,"Sntraa is a stealth-mode P2P insurance platform for automobile insurance. Claims to use AI to profile, underwrite, assess damage, evaluate the costs of damage and settle claims. Lower administrative costs result in savings which are passed to the end consumer every year.",https://sntraa.insure,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > P2P,
Internet First Insurance Platforms > P2P Insurance > Distribution > P&C > Auto",,2017,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
Soar,"Soar provides digital banking solutions for credit unions and lenders. The company offers internet banking software that provides registration management, transaction history, card payments, news & videos, customer support, loan application, contact forms and financial education. Also offers mobile banking solutions.",https://www.soar.tech/,4. Cross-BU,4.2. Unifying the Customer Front,,Banking Channel Solutions,,,Banking Tech > Banking Channels > Omnichannel,,2017,17,United Kingdom,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent,TRACXN
Social Credits,Social Credits is an in-depth analysis and machine learning tool which integrates data from various traditional data sources to evaluate the enterprise customers. Also provides users with credit risk assessment services and early financial risk warning solutions.,https://yucunkeji.com,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Assessment Score,,,"Alternative Lending > Enablers > Alternative Credit Score > Businesses,
Banking Tech > Loan Life Cycle Management > Credit Assessment > Alternative Credit Score",,2014,,China,Asia,Yes,Funding Raised,,,Mature,,FALSE,FALSE,1,0.3,,0,0.7,0.7,,0,0.79,Mature,TRACXN
SocialCops,"SocialCops provides a data analytics and visualization platform. It enables users to collect data from various sources that relates to citizens, non-profit organization to analyse and build insights to create the community social graph. Its products include Collect is a mobile-based tool for collecting real-time survey data from people by field agents of non-profit organizations. Customized questionnaires can be made real time to be reflected in the survey tool. Search is a data mining tool which makes the data usable by cleaning, formatting and analyzing the data. Provides an excel plugin which lets to process and analyze the data quickly. The Search tool also helps to scrape the publicly available open data from many formats. Visualize tool is used to make dynamic dashboards, interactive graphs, GIS maps of all types from the templates provided etc. Claims to be working with partners like Unilever, Michelin, the Government of Karnataka and the Digital Empowerment Foundation.",https://socialcops.com,,,,,,,,,2013,0,India,Asia,Yes,Seed,"$320,000",,Emerging,,FALSE,FALSE,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging,OLD PROJECT – IKEA
SocialPay,"SocialPay is an app-based mobile payment platform. Provides P2P payments, group payments, and merchandise purchases across mobile payment platforms. Allows users to link to payment services, bank accounts, and debit/ credit cards. Available on Android and iOS platforms.",http://www.socialpayapp.com,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,Payments > Enablers > White Label Solutions > Wallets,,2016,,United States of America,North America,Yes,Seed,"$876,200",,Emerging,,TRUE,FALSE,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,TRACXN
Socotra,"Cloud-based insurance policy management and underwriting solutions for the insurance industry. It offers solutions for insurance policy administration, insurance rating, claims management, billing, data management & reporting, and more. It also offers solutions for product development & distribution.",https://www.socotra.com/,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Diversified,,2013,12,United States of America,North America,Yes,Series C,"$97,953,174",,Mature,,TRUE,FALSE,1,0.3,1,0,0.7,0.7,,0,0.79,Mature,TRACXN
